Time_s,Temperatura_Hotend,RPM_Motor_DC,Grosor_Filamento,Estado_Motor_DC,Estado_Fan,Estado_Extrusor,Estado_Heater
38.1,44.03,-1.02,,0,0,0,1
38.2,44.33,-1.02,,0,0,0,1
38.3,44.33,-0.51,,0,0,0,1
38.4,44.33,-0.26,,0,0,0,1
38.5,44.62,-0.51,,0,0,0,1
38.6,44.62,-0.51,,0,0,0,1
38.7,44.62,-0.51,,0,0,0,1
38.8,44.91,-0.26,,0,0,0,1
38.9,44.91,0.0,,0,0,0,1
39.0,45.2,-0.26,,0,0,0,1
39.1,45.2,-1.53,,0,0,0,1
39.2,45.2,-3.06,,0,0,0,1
39.3,45.49,-3.06,,0,0,0,1
39.4,45.49,-2.81,,0,0,0,1
39.5,45.49,-3.06,,0,0,0,1
39.6,45.49,-3.06,,0,0,0,1
39.7,45.78,-3.06,,0,0,0,1
39.8,45.78,-3.32,,0,0,0,1
39.9,45.78,-3.06,,0,0,0,1
40.0,46.06,-3.06,,0,0,0,1
40.1,46.34,-3.06,,0,0,0,1
40.2,46.62,-3.06,,0,0,0,1
40.3,46.62,-3.06,,0,0,0,1
40.4,46.62,-3.06,,0,0,0,1
40.5,46.62,-3.06,,0,0,0,1
40.6,46.62,-3.06,,0,0,0,1
40.7,46.9,-3.06,,0,0,0,1
40.8,46.9,-3.06,,0,0,0,1
40.9,47.17,-3.06,,0,0,0,1
41.0,47.17,-3.06,,0,0,0,1
41.1,47.17,-3.06,,0,0,0,1
41.2,47.45,-3.32,,0,0,0,1
41.3,47.45,-3.06,,0,0,0,1
41.4,47.45,-3.06,,0,0,0,1
41.5,47.72,-3.06,,0,0,0,1
41.6,47.99,-3.06,,0,0,0,1
41.7,47.99,-3.06,,0,0,0,1
41.8,47.99,-3.06,,0,0,0,1
41.9,48.26,-3.06,,0,0,0,1
42.0,48.26,-3.06,,0,0,0,1
42.1,48.26,-3.06,,0,0,0,1
42.2,48.52,-3.06,,0,0,0,1
42.3,48.52,-3.06,,0,0,0,1
42.4,48.52,-3.32,,0,0,0,1
42.5,48.52,-3.06,,0,0,0,1
42.6,48.79,-3.06,,0,0,0,1
42.7,49.05,-3.06,,0,0,0,1
42.8,49.05,-3.06,,0,0,0,1
42.9,49.31,-3.06,,0,0,0,1
43.0,49.31,-3.06,,0,0,0,1
